-0.042984,0.40208,0.060133,0.0082348,-0.011964,0.017788,0.004096,-0.041283,-0.018114,0.0034239
-0.021163,0.19797,0.023161,0.00077367,-0.00044551,0.03728,0.0028647,-0.01292,0.027745,-0.013744
-0.033537,0.30706,0.048742,0.01121,0.029054,-0.073224,-0.007833,-0.069956,-0.021547,-0.01027
-0.033537,0.30706,0.048742,0.01121,0.029054,-0.073224,-0.007833,-0.069956,-0.021547,-0.01027
-0.0030408,0.028877,-0.00020316,-0.0032109,-0.0054513,0.034991,0.0030806,0.0054699,0.026079,-0.018609
-0.046222,0.41658,0.058112,0.011676,0.027555,-0.033941,-0.0043892,-0.091974,0.034991,-0.044164
-0.0030408,0.028877,-0.00020316,-0.0032109,-0.0054513,0.034991,0.0030806,0.0054699,0.026079,-0.018609
-0.024431,0.23553,0.028883,-0.0038296,-0.017013,0.17443,0.0095845,0.033403,0.017661,0.0076761
-0.021182,0.19949,0.02848,0.0046792,-0.000069322,0.011413,0.002981,-0.025569,0.0076799,-0.0077733
-0.015714,0.15028,0.025073,0.0019789,0.0048069,0.025028,0.0037548,0.0042171,-0.013729,-0.0026432
-0.027839,0.25767,0.036532,0.0038183,-0.061595,0.015891,0.0058156,-0.021431,0.0011804,-0.011655
-0.030572,0.28685,0.046942,0.0069014,0.016833,-0.013376,-0.0023334,-0.038516,-0.034473,0.0054147
-0.056496,0.46978,0.081921,-0.0047168,-0.0089833,0.19388,0.0077161,0.026448,-0.078588,-0.0071595
-0.029501,0.25083,0.029478,-0.0013885,-0.044797,0.072891,0.0026413,0.012023,-0.014086,0.0022443
-0.028769,0.27705,0.047945,-0.002557,-0.0050354,0.14454,0.019735,0.051293,-0.053129,0.033382
-0.0097857,0.10419,0.020392,-0.0077821,-0.02119,0.16154,0.017815,0.095446,-0.025682,0.008806
-0.035845,0.33505,0.05441,0.0091483,0.024978,-0.031161,-0.00034702,-0.04379,-0.036431,-0.0033543
-0.038014,0.33132,0.026506,-0.0051112,-0.070204,0.12168,0.014794,-0.012611,0.0040576,0.0098634
-0.027964,0.26405,0.039782,0.0023891,-0.0040718,0.062896,0.0088993,-0.001701,-0.010687,0.00536
-0.011368,0.070055,0.0090194,-0.0070336,-0.013106,0.072466,-0.0067978,0.013444,0.025506,-0.056371
-0.024442,0.21938,0.031417,-0.0052837,-0.013549,0.13719,0.014257,0.030945,0.0016387,-0.0090348
-0.0045532,0.021043,-0.0074669,0.0030299,0.0030312,-0.047373,0.021489,0.12006,0.024088,-0.04349
-0.027964,0.26405,0.039782,0.0023891,-0.0040718,0.062896,0.0088993,-0.001701,-0.010687,0.00536
-0.0045532,0.021043,-0.0074669,0.0030299,0.0030312,-0.047373,0.021489,0.12006,0.024088,-0.04349
-0.032086,0.30417,0.05669,0.008549,0.035858,-0.11041,-0.011334,-0.081827,-0.056502,-0.0048347
-0.0083566,0.036279,0.0093467,-0.0046832,-0.0081793,0.041611,-0.0053742,0.010505,-0.01889,-0.02436
-0.023433,0.2199,0.032254,-0.0036102,-0.0078298,0.13623,-0.00083776,0.014397,-0.00047473,-0.0026598
-0.012414,0.083003,0.013152,-0.0030414,-0.01159,0.062559,-0.0025012,0.031211,0.0027116,-0.051724
-0.046341,0.43455,0.067436,0.0032777,0.010411,0.10891,0.016339,-0.008772,-0.018509,0.0084478
-0.047095,0.43581,0.068847,0.014648,0.041557,-0.15518,-0.011758,-0.12121,-0.06725,0.0047334
